article_id,sentence_id,text,labels
696264594,37,“Balfour” and “Rubble Rubble” are to be part of AJHS’ “1917: How One Year Changed the World”.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,38,"The exhibition is supposed to cover WWI, the Bolshevik Revolution, and the Balfour Declaration.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,39,But the only Balfour program on the list questions whether Israel should even exist.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,40,The exhibition closes with Fishback’s anti-Israel agenda.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,41,And these are the only listed AJHS programs that focus on Israel.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,42,JVP is also the only organization that AJHS chooses to partner with on political events.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,43,The American Jewish Historical Society appears to be uninterested in holding any pro-Israel events.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,44,It’s uninterested in partnering with pro-Israel groups.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,45,Instead it’s providing a forum for a BDS hate group.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,46,And it’s no mystery why.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,47,The AJHS Academic Council is packed with anti-Israel activists.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,48,"Lila Corwin-Berman, the chair of the AJHS Academic Council who also serves on its board of trustees, is a member of the Open Hillel Academic Council.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,49,"Open Hillel seeks to ""open"" the campus group to BDS and other anti-Israel views.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,50,"Berman has defended the anti-Israel hate group IfNotNow, which employs JVP tactics, and condemned efforts to fight BDS.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,51,She signed a petition in support of BDS activists being allowed to enter Israel.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,52,"Other AJHS Academic Council members who signed the pro-BDS activist petition include Ari Kelman, Riv-Ellen Prell, Deborah Dash Moore, Rachel Kranson, Libby Garland and Kirsten Fermaglich.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,53,"When we look at what is going on in CJH’s components like the AJHS, the elevation of David N. Myers to head CJH is unsurprising.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,54,Myers is a symptom of the problem.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,55,As is AJHS’s partnership with JVP.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,56,A great deal of shocking behavior is taking place inside Jewish organizations whose inner workings most people in the Jewish community generally pay very little attention to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,57,"Unlike CJH, the American Jewish Historical Society is an organization that dates back to the 19th century.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,58,Its perversion by the radical anti-Jewish and anti-Israel left to serve anti-Semitic narratives is tragic.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
696264594,59,And yet it’s inescapable.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,60,"Even as the Myers scandal continues to simmer, the AJHS partnership with JVP is making the choice painfully clear.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
696264594,61,The radical anti-Israel left will not be satisfied with embedding “moderate” opposing voices into Jewish organizations.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,62,Instead it seeks to normalize the furthest extremes of anti-Israel hatred.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,63,And it will not be satisfied with anything less.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,64,"During the Myers controversy, defenders of his appointment, including some figures named here, claimed that it was an issue of apolitical scholarship.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,65,Is co-sponsoring events with a hate group that has sponsored talks by a woman who accused Jews of drinking blood also apolitical scholarship?,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
696264594,66,The anti-Israel leftists at the AJHS are clearly not leaving their politics at home.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,67,And support for them and for Myers cannot be distinguished from support for their views.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,68,Not when JVP is at AJHS.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,69,We all have choices to make.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
696264594,70,Sometimes the choices are murky.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,71,Other times they are simple and easy.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,72,"When the American Jewish Historical Society hosts and co-sponsors an event by a BDS hate group attacking the existence of Israel and featuring a speaker who had defended terrorism and anti-Semitism, the choice becomes easy.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,73,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews.","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,74,"As the anti-Israel radicalism of the left grows, such choices will become even more obscenely simple.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,75,But they will not be any less difficult.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,76,Opposing the anti-Israel left makes many important enemies and wins few friends.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,77,"The anti-Israel left has built networks that can blacklist, smear and silence almost anyone in an academic field.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,78,Speaking out against hate is easiest when it’s weakest.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,79,It’s hardest when it’s strongest.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,80,"When we think about Nazi Germany, we remember those who spoke out.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,81,We don’t remember those who were too intimidated and uncertain to rise against anti-Semitism when they saw it and heard it.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,82,History tells us why so many people are afraid to do the right thing when it counts.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,83,It also tells us how irrelevant history makes them.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,84,"There are lessons here for the Center for Jewish History and the American Jewish Historical Society, for those on the inside who see the corruption of their organizations every day and for those on the outside who are worried about speaking up.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,85,There are lessons here for all of us.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696264594,86,"If you can’t speak out against the American Jewish Historical Society’s partnership with a hate group linked to a literal blood libels and a speaker who defends Hamas, when will your voice be heard?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,0,Number Of Puerto Rico Residents Without Clean Water And Electricity Keeps Rising,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,2,"In the wake of Hurricane Maria’s wrath, Puerto Rico remains devastated.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
697063039,3,"Newest reports from the island territory now show that the number of residents without clean drinking water and electricity continues to rise, despite humanitarian efforts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,4,"Puerto Rico’s government has reported that roughly 10 percent of the islands 3.4 million United States citizens are without electricity Tuesday morning, an increase of about six percent from Monday.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,5,"Yesterday, 84% of people in Puerto Rico had no power (per govt stats on status.pr).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,6,"Today, it's gone up, to 90% without power.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,7,"pic.twitter.com/5WnCA8mrhf — Jennifer Bendery (@jbendery) October 11, 2017","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,8,"The island’s electrical grid was all but completely destroyed during Hurricane Maria, and many are still struggling without the most basic of necessities.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,9,This news comes just one day after Puerto Rico’s Governor Ricardo Rossello asked the federal government for an additional $4.6 billion in funding beyond the Trump administration’s request last week for $29 billion from Congress for relief efforts.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,10,"“Puerto Rico has experienced a natural disaster of a magnitude not seen in over a century, and we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,” Rosselló wrote.","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
697063039,11,"“However, the unprecedented level of destruction, coupled with the almost complete shut-down of business in Puerto Rico, have made it impossible for us to meet the considerable human needs without the measures proposed above,” he added.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
697063039,12,The White House also announced Monday that it would allow a 10-day waiver temporarily blocking the Jones Act to expire.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,13,"This is devastating news for those living in Puerto Rico, as foreign ships can no longer bring aid to the hurricane-ravaged island from U.S. ports.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
697063039,14,Officials still expect it to be six more months before electricity can be fully restored to Puerto Rico.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,15,"As the days have become weeks, the weeks will become months, and survival will get more difficult.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
697063039,16,Many are now fleeing to the mainland United States just so that they can survive.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697063039,17,"The economy in Puerto Rico is at a standstill, and without clean drinking water, many are finding life too difficult should they remain on the island and isolated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,0,"Las Vegas Shooting Victim: “There Was 100% More Than One Shooter,” Gates To Concert Were Locked Shortly Before Attack","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,2,"Las Vegas mass shooting victim Rocky Palermo was shot in the pelvis during the horrific attack and is now speaking out about what he saw and believes happened, including the presence of multiple shooters as well as locked concert gates and police telling frantic civilians to go in the other direction.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,3,"Palermo, who has done various interviews since the attack, appeared on “The Blast” with a series of shocking comments that correlate with various other reports indicating that multiple shooters carried out the attack and that the FBI is actively covering this up.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
697444415,4,"“I definitely do believe that there was 100% more than one shooter, every other person that I’ve talked to that did unfortunately get hit as well, have all said the same things,” Palermo detailed.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,5,"The man then goes on to explain that after being shot he ran “about 200 yards” to hide behind a car, all the while hearing bullets fly past him at what he believes was ground level.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,6,"“I’m waiting and all of a sudden we hear a little whizzing going by us, all of a sudden bullets are just flying by,” he continued.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,7,“When something is coming up and down or at least from a different angle they are either going to hit the ground or… alot of different things are going to happen.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,8,"When someone is shooting form a horizontal line its just going to keep shooting,” Palermo attempted to explain.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,9,Take note that what he means here is that people were being shot at from ground level rather than the 32nd floor of the hotel.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
697444415,10,Palermo then specifically heard the gun shots get “closer and closer” before quickly deciding it was once again time to run.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,11,"Shockingly, he then goes on to detail the fact that at the end of the concert the previous two nights everyone had exited a specific way but on the night of the shooting this route was locked down shortly before the attack.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,12,"“Every other night at the concert, everybody kinda exited right off Las Vegas Blvd, that was standard, that was routine, you get out of the concert and you go down to the next casino,” he continued.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,13,"“At 10pm they closed every exit on Las Vegas Blvd, every single one.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,14,"They gated them all closed with chain-link fences, 10:08 the shooting started and we were pigs sitting in a corral.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,15,We only had one exit to go out of…..everyone was just kinda following the sheep.”,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,16,Palermo makes clear this confused concert goers who had used the normal exits in the past.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,17,“The same exits we had came in and left Friday and Saturday night were definitely closed.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,18,"There were people that went over there and tried to leave and there were cops that were telling them no, you can’t go out here, you have to go the other way,” he shockingly concluded.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697444415,19,This stunning testimony is obviously a huge bombshell in the ongoing investigation of the Las Vegas mass shooting and is sure to continue to add credence to the growing belief that we are not being told what actually happened that fateful night.,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
697454736,0,La Stampa’s Robert Fastiggi Replies to Chris Ferrara,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,2,La Stampa’s Robert Fastiggi Replied to Chris Ferrara’s articles on Fastiggi and Goldstein’s defense of Amoris Laetitia and their criticism of the Filial Correction:,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,5,"Fastiggi’s exchange with Ferrara concerning “Wait, Wait, It’s all a mistranslation!”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,7,Robert Fastiggi • 13 hours ago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,9,"In the article that I co-authored with Dr. Goldstein, we would have done better to speak of the “official” Latin text rather than the “original” Latin text.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,10,"This, though, is no longer an issue because the normative text is the Latin text published in thr AAS.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,11,"Mr. Ferrara, however, bases his critique upon an assumption that the “generous response” offered to God is a sin.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
697454736,12,"This, though, is not what AL is saying.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
697454736,13,The generous response is a move away from sin and a move toward God.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,14,"I explain this in my most recent response to Prof. E. Christian Brugger, which can serve as my response to Mr. Ferrara:","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,16,Posted on LifeSiteNews:,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,17,"Prof. Brugger is a good theologian and a fine man, but he still seems to believe that AL 303 implies that God is asking people to continue to sin in some cases.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,18,"In his April 22, 2016 article in Catholic World Report, Brugger writes that AL 303 suggests that “God can be ‘asking’ someone to live in a life-state in which they are objectively violating grave matter.” Then in a Sept. 28 ‘17 LifeSiteNews article, he states that “the generous response” owed to God is “a certain state that is objectively at variance with the universal command of the Gospel.” Now Prof. Brugger argues that, because the subject remains “this conscience” in AL 303, this proves that the “generous offering owed to God” is the recognition that one is living “contrary to “the universal command of the Gospel.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,20,Prof. Brugger fails to see that AL 303 clearly distinguishes between a conscience’s recognition that “a given situation is objectively at variance with the general mandate of the Gospel” and this same conscience’s subsequent recognition of a “generous response owed to God in the present circumstances.” The subject “conscience” might be the same but the object is different.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,21,The “generous response” is not the situation that is at variance with the command of the Gospel but an offering that God is asking amid the mass of impediments even though it may not yet be the perfect objective model.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,23,What might be this “generous response?” Pope Francis does not give an example in AL 303 because he’s speaking in general terms of the dynamics of conscience.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,24,"Moreover, he knows that concrete cases vary widely.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,25,"In our Sept. 26 article in La Stampa, Dr. Goldstein and I provided a hypothetical example of a couple in a purely civil “marriage” recognizing that God is calling them to live in continence.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,26,We chose this example deliberately to demonstrate that “the generous response” could be the ending of a particular sin.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,27,Our example was an attempt to show that Professors Brugger and Seifert are wrong to believe AL 303 implies that God is asking some people to continue to live in an objectively sinful state.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,28,It’s really just the opposite.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,29,AL 303 teaches that conscience will come to recognize that God is asking for a step in the right direction away from sin.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,30,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’”","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,32,"In a recent interview (http://www.lastampa.it/2017..., the Italian philosopher, Rocco Buttiglione, provides this example for AL 303: “Imagine a father who has a sick son and the child improves.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,33,He still has fever but has stopped vomiting; the child manages to keep in his stomach what he eats and has started a therapy that seems to work.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,34,The father is happy.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,35,Is he happy about the fact that the child is sick?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,36,"No, he is pleased that his son gives symptoms of improvement and healing.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,38,This is what Pope Francis is saying in AL 303.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,39,God is not happy with situations that are objectively at variance with the command of the Gospel.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,40,"God, however, is happy when people in such situations discern in conscience that He is asking them to make a choice that moves in the right direction—even if they still need to progress further toward a more complete fulfillment of His will.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,41,This is the law of gradualness not the gradualness of the law.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,42,It is sad that this beautiful and compassionate message of AL 303 has been so completely misunderstood by scholars who have failed to grasp its true meaning.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,44,Chris Ferrara to Robert Fastiggi • 9 hours ago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,46,I certainly agree that the Latin text is the normative text even if it comes later.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,47,I certainly do not agree that the Latin text eliminates the grave problems with Amoris Laetitia.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,48,"Rather, as I show in my article, it only intensifies them.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,50,"With all due respect to Dr. Fastiggi, his argument and that of Buttiglione, that a “move away from sin” is what is pleasing to God, even if the moral norm is not adhered to, is sophistical.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,51,What constitutes a “move away” from sin if not ceasing to commit the sin?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,52,No example is provided in AL because none can be.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,53,The notion is nonsensical.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,54,Just how nonsensical is demonstrated by Dr. Fastiggi’s claim that by “a move away from sin” in the case of a divorced and “remarried” couple Francis means their agreement to live in continence as brother and sister for the sake of children.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,55,But that would be ceasing to commit the sin of adultery altogether as it would involve abandoning the pretense that they are married along with the illicit sexual relation itself.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,56,"Such a couple could always be absolved and receive Holy Communion under the Church’s constant practice, albeit privately to avoid scandal.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,58,"At any rate, the “brother and sister” approach to the situation, which is that of Familiaris consortio 84, is certainly not the one advocated by Francis.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,59,"As my article shows, Francis has made it quite clear that he approves of admitting to the sacraments divorced and “remarried” people who will continue to live as if they were married, including sexual relations, while “discerning” their situation, this “discernment” being a mere fig leaf to conceal the proposed toleration of public adultery in the Church.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,60,"Thus, Francis thanked the Maltese bishops for their AL guidelines, which literally mandate admission to the sacraments of divorced and “remarried” people who believe themselves to be “at peace with God.” And, as he told the bishops of Buenos Aires in writing, “there is no other interpretation.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,62,"No amount of verbal artifice can conceal what is happening in the Church thanks to AL: Public adulterers are being admitted to Holy Communion without an amendment of life and the bimillenial discipline of the Church---which John Paul insisted involves a moral norm, not a mere ecclesiastical law, to which everyone is bound in conscience “without exception”---is being overthrown in place after place.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,64,It is a great disservice to the Church to maintain the pretense that there is nothing problematical about AL.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,65,A moral catastrophe is self-evidently underway and it is not possible honestly to deny its cause.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,67,Robert Fastiggi to Chris Ferrara • 2 hours ago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,69,Thank you for your response.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,70,You write well but you do not reveal a proper understanding of what Pope Francis is saying in AL 303.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,71,I can only ask that you to study the matter more carefully with an open heart and mind.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
697454736,73,Chris Ferrara to Robert Fastiggi • 16 minutes ago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,75,"Tell that to the four cardinals, the 800,000 faithful, the 45 theologians and the 61 other original signers of the correctio, all of whom you insult with your superficial and I must say entirely sophistical attempt to explain away what Francis is clearly doing.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,77,"Irony of ironies, the latter-day Pharisees and legalists Francis sees around every corner are hard at work defending Amoris Laetitia at the very moment it is being cited by bishop after bishop as their sole authority for admitting public adulterers to Holy Communion---while Francis does nothing but approve.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
697454736,79,"I think you should follow your own advice about studying this matter with an open heart and mind, but above all with open eyes, for you have clearly shut them to what is going in the dioceses in the name of AL.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
697454736,81,Fastiggi’s exchange with Ferrara concerning “More Fake News: La Stampa Tries Again.”,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,83,Robert Fastiggi • 12 hours ago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,85,I would like to thank Christopher Ferrara again for calling attention to an article I co-authored with Dr. Goldstein in La Stampa.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,86,I give him credit for his colorful style.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
697454736,87,"Unfortunately, Mr. Ferrara provides no real evidence for his claim that Pope Francis “wishes the bishops to admit public adulterers in 'second marriages' to the sacraments while continuing their adulterous relations.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
